row_idx,col_idx,log2ratio
接手,2015/3/27,0
接手,2015/3/28,0
接手,2015/3/29,0.134328358208955
接手,2015/3/30,0.0677966101694915
生育,2015/3/20,0.051948051948052
生育,2015/3/21,0
生育,2015/3/22,0
生育,2015/3/23,0
生育,2015/3/24,0.00448430493273543
生育,2015/3/25,0
生育,2015/3/26,0
生育,2015/3/27,0
生育,2015/3/28,0
生育,2015/3/29,0.149253731343284
生育,2015/3/30,0
神明,2015/3/20,0.0779220779220779
神明,2015/3/21,0
神明,2015/3/22,0
神明,2015/3/23,0
神明,2015/3/24,0.00448430493273543
神明,2015/3/25,0
神明,2015/3/26,0
神明,2015/3/27,0
神明,2015/3/28,0
神明,2015/3/29,0.119402985074627
神明,2015/3/30,0
帶隊,2015/3/20,0.00324675324675325
帶隊,2015/3/21,0
帶隊,2015/3/22,0
帶隊,2015/3/23,0
帶隊,2015/3/24,0
帶隊,2015/3/25,0
帶隊,2015/3/26,0
帶隊,2015/3/27,0.195652173913043
帶隊,2015/3/28,0
帶隊,2015/3/29,0
帶隊,2015/3/30,0
線路,2015/3/20,0.00324675324675325
線路,2015/3/21,0
線路,2015/3/22,0
線路,2015/3/23,0
線路,2015/3/24,0
線路,2015/3/25,0
線路,2015/3/26,0.180327868852459
線路,2015/3/27,0
線路,2015/3/28,0
線路,2015/3/29,0.0149253731343284
線路,2015/3/30,0
空照,2015/3/20,0.00324675324675325
空照,2015/3/21,0
空照,2015/3/22,0
空照,2015/3/23,0
空照,2015/3/24,0
空照,2015/3/25,0
空照,2015/3/26,0.191256830601093
空照,2015/3/27,0
空照,2015/3/28,0
空照,2015/3/29,0
空照,2015/3/30,0
司儀,2015/3/20,0
司儀,2015/3/21,0
司儀,2015/3/22,0
司儀,2015/3/23,0
司儀,2015/3/24,0
司儀,2015/3/25,0
司儀,2015/3/26,0
司儀,2015/3/27,0
司儀,2015/3/28,0.00558659217877095
司儀,2015/3/29,0.119402985074627
司儀,2015/3/30,0.0677966101694915
跳船,2015/3/20,0
跳船,2015/3/21,0
跳船,2015/3/22,0.00392156862745098
跳船,2015/3/23,0.181818181818182
跳船,2015/3/24,0
跳船,2015/3/25,0
跳船,2015/3/26,0
跳船,2015/3/27,0
跳船,2015/3/28,0.00558659217877095
跳船,2015/3/29,0
跳船,2015/3/30,0
慎重,2015/3/20,0.00324675324675325
慎重,2015/3/21,0
慎重,2015/3/22,0
慎重,2015/3/23,0.181818181818182
慎重,2015/3/24,0
慎重,2015/3/25,0
慎重,2015/3/26,0
慎重,2015/3/27,0.00434782608695652
慎重,2015/3/28,0
慎重,2015/3/29,0
慎重,2015/3/30,0
一大早,2015/3/20,0
一大早,2015/3/21,0.038961038961039
一大早,2015/3/22,0.00392156862745098
一大早,2015/3/23,0
一大早,2015/3/24,0
一大早,2015/3/25,0
一大早,2015/3/26,0
一大早,2015/3/27,0
一大早,2015/3/28,0
一大早,2015/3/29,0.134328358208955
一大早,2015/3/30,0
月中,2015/3/20,0
月中,2015/3/21,0
月中,2015/3/22,0
月中,2015/3/23,0
月中,2015/3/24,0
月中,2015/3/25,0
月中,2015/3/26,0
月中,2015/3/27,0.00434782608695652
月中,2015/3/28,0
月中,2015/3/29,0.134328358208955
月中,2015/3/30,0
